場所名稱,場所區域,場所地址,場所LAT,場所LNG,AED放置地點,AED地點描述,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,管理員姓名,連絡電話,開放時間緊急連絡電話,管理員AED訓練,AED廠牌,AED型號,AED序號,AED廠牌照片,AED場所位置照片1,AED場所位置照片2,AED場所位置照片3,AED場所位置照片4,AED場所位置照片5,AED場所位置照片6,AED場所位置照片7
金湖鎮公所,金湖鎮,金門縣金湖鎮林森路2號,24.441464,118.417102,金湖鎮公所,一進門後左手邊牆壁上,08:00,17:00,,,,,六日不開放,洪小姐,082-332621,082332528,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00138,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E6%B9%96%E9%8E%AE%E5%85%AC%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E6%B9%96%E9%8E%AE%E5%85%AC%E6%89%80/2.jpg?raw=true,,,,,
金沙鎮公所,金沙鎮,金門縣金沙鎮環島東路一段112號,24.488898,118.413132,金沙鎮公所,金沙鎮公所2樓一進門左手邊牆壁,08:00,17:00,,,,,六日不開放,洪小姐,082-332621,0922135991,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00139,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E6%B2%99%E9%8E%AE%E5%85%AC%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E6%B2%99%E9%8E%AE%E5%85%AC%E6%89%80/2.jpg?raw=true,,,,,
忠孝新村社區發展會,金沙鎮,金沙鎮忠孝新村23號,24.493685,118.412814,忠孝新村社區發展會,講台左邊樓梯附近,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,0933589856,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00135,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E5%BF%A0%E5%AD%9D%E6%96%B0%E6%9D%91%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E6%9C%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E5%BF%A0%E5%AD%9D%E6%96%B0%E6%9D%91%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E6%9C%83/2.jpg?raw=true,,,,,
金門城社區發展協會,金城鎮,古城金門城71號,24.401628,118.305362,金門城社區發展協會,金門城社區發展協會 大門口進去後右手邊,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00113,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E5%9F%8E%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E5%9F%8E%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/2.jpg?raw=true,,,,,
金寧鄉公所,金寧鎮,金門縣金寧鄉仁愛新村1號,24.450966,118.334887,金寧鄉公所,金寧鄉公所大門進去後左手邊柱子,08:00,17:00,,,,,六日不開放,洪小姐,082-332621,082325610,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00140,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%AF%A7%E9%84%89%E5%85%AC%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%AF%A7%E9%84%89%E5%85%AC%E6%89%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%AF%A7%E9%84%89%E5%85%AC%E6%89%80/3.jpg?raw=true,,,,
李光前將軍廟,金寧鎮,金寧鄉安美村西浦頭一０一號,24.468459,118.316832,李光前將軍廟,李光前將軍廟 右手邊辦公室 一進門後右前方牆角,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,0911700370,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00114,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E6%9D%8E%E5%85%89%E5%89%8D%E5%B0%87%E8%BB%8D%E5%BB%9F/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E6%9D%8E%E5%85%89%E5%89%8D%E5%B0%87%E8%BB%8D%E5%BB%9F/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E6%9D%8E%E5%85%89%E5%89%8D%E5%B0%87%E8%BB%8D%E5%BB%9F/3.jpg?raw=true,,,,
瓊林保護廟,金湖鎮,金門縣金湖鎮瓊林里瓊林199號,24.456316,118.374150,瓊林保護廟,瓊林保護廟 廟宇進門右手邊廊道,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,0963230069,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00115,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%93%8A%E6%9E%97%E4%BF%9D%E8%AD%B7%E5%BB%9F/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%93%8A%E6%9E%97%E4%BF%9D%E8%AD%B7%E5%BB%9F/2.jpg?raw=true,,,,,
金門縣松柏園長期照護中心,金湖鎮,金湖鎮裕民農莊22號,24.442164,118.448776,金門縣松柏園長期照護中心,金門縣松柏園長期照護中心,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,082335395,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00130,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%9D%BE%E6%9F%8F%E5%9C%92%E9%95%B7%E6%9C%9F%E7%85%A7%E8%AD%B7%E4%B8%AD%E5%BF%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%9D%BE%E6%9F%8F%E5%9C%92%E9%95%B7%E6%9C%9F%E7%85%A7%E8%AD%B7%E4%B8%AD%E5%BF%83/2.jpg?raw=true,,,,,
金門縣立福田家園,金湖鎮,金湖鎮裕民農莊26號,24.441113,118.447476,金門縣立福田家園,金門縣立福田家園,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,082333058,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00129,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E7%A6%8F%E7%94%B0%E5%AE%B6%E5%9C%92/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E7%A6%8F%E7%94%B0%E5%AE%B6%E5%9C%92/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E7%A6%8F%E7%94%B0%E5%AE%B6%E5%9C%92/3.jpg?raw=true,,,,
金門縣政府警衛室,金城鎮,金門縣政府,24.436788,118.318633,金門縣政府警衛室,金門縣政府警衛室內,08:00,17:00,,,,,六日不開放,洪小姐,082-332621,082325730,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00120,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%94%BF%E5%BA%9C%E8%AD%A6%E8%A1%9B%E5%AE%A4/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%94%BF%E5%BA%9C%E8%AD%A6%E8%A1%9B%E5%AE%A4/2.jpg?raw=true,,,,,
金門縣動植物防疫所,金湖鎮,金門縣金湖鎮裕民農莊20號,24.444052,118.444709,金門縣動植物防疫所,金門縣動植物防疫所 大門進入後 左後方,10:00,17:00,,,,,六日不開放,洪小姐,082-332621,08 233 6625,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00131,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E5%8B%95%E6%A4%8D%E7%89%A9%E9%98%B2%E7%96%AB%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E5%8B%95%E6%A4%8D%E7%89%A9%E9%98%B2%E7%96%AB%E6%89%80/2.jpg?raw=true,,,,,
下莊社區發展協會,金湖鎮,金湖鎮下莊光武路36號,24.451442,118.426363,下莊社區發展協會,大門口進去就會看到了,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,0933589874,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00132,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E4%B8%8B%E8%8E%8A%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E4%B8%8B%E8%8E%8A%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/2.jpg?raw=true,,,,,
金門縣水產試驗所,金城鎮,西海路2號,24.424792,118.315050,金門縣水產試驗所,金門縣水產試驗所 左邊建築物門口,10:00,17:00,,,,,六日不開放,洪小姐,082-332621,082326408*207,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00124,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%B0%B4%E7%94%A2%E8%A9%A6%E9%A9%97%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%B0%B4%E7%94%A2%E8%A9%A6%E9%A9%97%E6%89%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%B0%B4%E7%94%A2%E8%A9%A6%E9%A9%97%E6%89%80/3.jpg?raw=true,,,,
榕園,金沙鎮,東山31號,24.443931,118.432011,榕園,榕園,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,082352846,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00122,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E6%A6%95%E5%9C%92/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E6%A6%95%E5%9C%92/2.jpg?raw=true,,,,,
金門縣農業試驗所,金湖鎮,金門縣金湖鎮后壟31號,24.446470,118.447120,金門縣農業試驗所,金門縣農業試驗所 大門進去右手邊 電梯旁,10:00,17:00,,,,,六日不開放,唐嘉御,082-333381,082333381,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00123,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E8%BE%B2%E6%A5%AD%E8%A9%A6%E9%A9%97%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E8%BE%B2%E6%A5%AD%E8%A9%A6%E9%A9%97%E6%89%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E8%BE%B2%E6%A5%AD%E8%A9%A6%E9%A9%97%E6%89%80/3.jpg?raw=true,,,,
金門縣金湖鎮衛生所,金湖鎮,成功7-1號,24.437778,118.389203,金門縣金湖鎮衛生所,金門縣金湖鎮衛生所預防接種室至洗手間走道,08:00,17:00,,,,,,李佳玟,082336662,082336662,Y,ZOLL Medical Taiwan,AED PLUS,X13H617071,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/ZOLL%20Medical%20Taiwan%20AED%20PLUS.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E8%A1%9B%E7%94%9F%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E8%A1%9B%E7%94%9F%E6%89%80/2.jpeg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E8%A1%9B%E7%94%9F%E6%89%80/3.jpg?raw=true,,,,
金門縣金沙鎮衛生所,金沙鎮,金門縣金沙鎮三民路146號,24.490195,118.412570,金沙鎮衛生所門診,金沙鎮衛生所大門左手邊門診內,08:00,17:00,08:00,12:00,,,,蔡龍鶴,082-352854,082-352854,Y,ZOLL Medical Taiwan,AED PLUS,X13H618492,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/ZOLL%20Medical%20Taiwan%20AED%20PLUS.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E8%A1%9B%E7%94%9F%E6%89%80/1.png?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E8%A1%9B%E7%94%9F%E6%89%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E8%A1%9B%E7%94%9F%E6%89%80/3.jpg?raw=true,,,,
金門縣金寧鄉衛生所,金寧鎮,仁愛新村2之1號,24.451222,118.335108,金門縣金寧鄉仁愛新村2之1號,金門縣金寧鄉衛生所一樓候診區,08:00,17:00,08:01,12:00,,,週六逢單號看診，雙號休診,蔡其萱,0922586892,082-325735,Y,ZOLL Medical Taiwan,AED PLUS,X13H617051,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/ZOLL%20Medical%20Taiwan%20AED%20PLUS.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E8%A1%9B%E7%94%9F%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E8%A1%9B%E7%94%9F%E6%89%80/2.JPG?raw=true,,,,,
開瑄國民小學,金湖鎮,瓊林村中興崗9-1號,24.445504,118.377366,開瑄國民小學,"中棟大樓1F辦公室外
1F電梯旁",07:30,16:30,,,,,,陳麗芳,082335753#69,082335753,,ZOLL Medical Taiwan,AED PLUS,X14I709751,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/ZOLL%20Medical%20Taiwan%20AED%20PLUS.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E9%96%8B%E7%91%84%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E9%96%8B%E7%91%84%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.JPG?raw=true,,,,,
金門縣烈嶼鄉衛生所,烈嶼鎮,西口村西方6-5號,24.435194,118.239466,一樓候診區,一樓掛號櫃檯正前方，電梯左側,08:00,17:00,,,,,國定假日休診,李玟葉,082-362078,082-362078,Y,ZOLL Medical Taiwan,AED PLUS,X13H618183,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/ZOLL%20Medical%20Taiwan%20AED%20PLUS.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%83%88%E5%B6%BC%E9%84%89%E8%A1%9B%E7%94%9F%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%83%88%E5%B6%BC%E9%84%89%E8%A1%9B%E7%94%9F%E6%89%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%83%88%E5%B6%BC%E9%84%89%E8%A1%9B%E7%94%9F%E6%89%80/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%83%88%E5%B6%BC%E9%84%89%E8%A1%9B%E7%94%9F%E6%89%80/4.jpg?raw=true,,,
賢庵國民小學,金城鎮,庵前村18-2號,24.417989,118.318815,賢庵國小,辦公室,07:30,16:30,,,,,,林怡君,082-325463,082-325463,Y,ZOLL Medical Taiwan,AED PLUS,X14I709643,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/ZOLL%20Medical%20Taiwan%20AED%20PLUS.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E8%B3%A2%E5%BA%B5%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.jpg?raw=true,,,,,,
